# Variable: nd
# Sample shape: (10, 2, 2)
# Date: 2012-12-08 20:17:34.218134
4.528509565677504289e-01,1.221085165685301899e+00,1.231343467638171152e+00,1.616914133614588911e+00
1.543251276078216883e+00,1.139435223644997830e+00,-8.743057117285133462e-01,2.062825280873029854e+00
4.027829952635337829e-01,1.034108154453405648e+00,8.290354596039950508e-02,2.044184331448017922e+00
2.083256363440320946e+00,1.714913410971544927e+00,-4.306600844841197429e-01,3.411670319395165851e-02
-1.538802544676582951e-01,6.381798844089844325e-01,1.737210032967294815e+00,2.489771588574340111e+00
2.607791627071442964e-01,2.898823527865671545e-01,2.360738398264123905e+00,2.035796961622450052e+00
3.608322137593585888e-01,-3.061567301461898261e-02,2.123930468738570276e+00,2.461586769420192944e+00
4.360839364013513464e-02,2.087736740616318976e+00,1.191137894840009315e+00,3.014049552479548755e+00
-1.401498478816299187e+00,1.041311552546436925e+00,1.989618992200823389e+00,-7.467768742773461810e-01
-1.772447812665833844e-02,1.005200537707493735e+00,7.150385199592652619e-01,1.646845334946516193e+00
